,ed_arrivals,wait_time_minutes,door_to_doctor_min,ed_los_minutes,admitted_from_ed,left_ama,imaging_ordered,labs_ordered,day_of_week,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,arrivals_lag_1,arrivals_lag_2,arrivals_lag_3,arrivals_lag_7,arrivals_lag_14,arrivals_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,admission_rate,throughput_pressure,severity_index,avg_wait_time,avg_los,crowding_index,boarding_proxy,Emergent,Less_Urgent,Non-Urgent,Resuscitation,Urgent,Abdominal_pain,Altered_mental_status,Back_pain,Chest_pain,Drug_overdose,Fever,Headache,Hypertensive_urgency,Hypoglycemia,Laceration,Leg_swelling,Nausea_and_vomiting,Palpitations,Seizure,Shortness_of_breath,Stroke_symptoms,Syncope_/_fall,Trauma,Urinary_symptoms,Weakness,MHN_Boston_General,MHN_Cambridge,MHN_Dorchester,MHN_Fenway,MHN_Jamaica_Plain,MHN_Quincy,MHN_Roxbury_Community,MHN_South_Shore,trend_7,trend_28
2024-03-27,3,51.666666666666664,52.666666666666664,230.66666666666666,1,0,1,1,2,13,3,1,2024,0,0.9749279121818236,-0.22252093395631434,3.0,3.0,1.0,2.0,3.0,3.0,3.142857142857143,1.2149857925879082,3.392857142857143,1.5948826896203998,0.3333333333333333,104.33333333333333,7,51.666666666666664,230.66666666666666,17.22222222222222,76.88888888888889,0,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,1.0,0.0
2024-03-28,3,21.333333333333332,23.0,404.6666666666667,1,0,1,1,3,13,3,1,2024,0,0.43388373911755823,-0.900968867902419,3.0,3.0,3.0,4.0,3.0,7.0,3.0,1.154700538379248,3.25,1.4304881321759735,0.3333333333333333,44.33333333333333,10,21.333333333333332,404.6666666666667,7.111111111111111,134.88888888888889,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,-1.0,-4.0
2024-03-29,5,111.8,111.8,384.0,0,0,2,4,4,13,3,1,2024,0,-0.433883739117558,-0.9009688679024191,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.154700538379248,3.3214285714285716,1.4670093394782497,0.0,223.6,14,111.8,384.0,0.0,0.0,0,1,0,0,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,0,1,0,0,0.0,2.0
2024-03-30,4,46.75,48.0,352.25,0,0,2,1,5,13,3,1,2024,1,-0.9749279121818236,-0.2225209339563146,5.0,3.0,3.0,3.0,7.0,4.0,3.142857142857143,1.2149857925879082,3.3214285714285716,1.4670093394782497,0.0,94.75,12,46.75,352.25,0.0,0.0,2,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0,1,1.0,0.0
2024-03-31,1,33.0,33.0,215.0,1,0,1,0,6,13,3,1,2024,1,-0.7818314824680299,0.6234898018587334,4.0,5.0,3.0,1.0,2.0,5.0,3.142857142857143,1.2149857925879082,3.1785714285714284,1.4920423841803176,1.0,66.0,5,33.0,215.0,33.0,215.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,-4.0
2024-04-01,2,25.0,25.0,369.0,1,0,1,1,0,14,4,2,2024,0,0.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,3.0,1.2909944487358025,3.107142857142857,1.4991179064218094,0.5,50.0,7,25.0,369.0,12.5,184.5,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,-1.0,-2.0
2024-04-02,2,244.0,244.0,484.5,2,0,2,0,1,14,4,2,2024,0,0.7818314824680298,0.6234898018587336,2.0,1.0,4.0,3.0,2.0,1.0,2.857142857142857,1.3451854182690959,3.142857142857143,1.4584183648679616,1.0,488.0,5,244.0,484.5,244.0,484.5,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,-1.0,1.0
2024-04-03,6,123.83333333333333,123.83333333333333,395.3333333333333,1,0,3,2,2,14,4,2,2024,0,0.9749279121818236,-0.22252093395631434,2.0,2.0,1.0,3.0,2.0,2.0,3.2857142857142856,1.799470821684872,3.2857142857142856,1.5361602650076485,0.16666666666666666,247.66666666666666,18,123.83333333333333,395.3333333333333,20.638888888888886,65.88888888888889,2,0,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,1,0,0,1,1,3.0,4.0
2024-04-04,2,85.5,85.5,366.5,0,0,1,1,3,14,4,2,2024,0,0.43388373911755823,-0.900968867902419,6.0,2.0,2.0,3.0,4.0,3.0,3.142857142857143,1.8644544714716065,3.25,1.5545631755148055,0.0,171.0,3,85.5,366.5,0.0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,-1.0,-1.0
2024-04-05,3,231.0,231.0,485.3333333333333,0,0,2,1,4,14,4,2,2024,0,-0.433883739117558,-0.9009688679024191,2.0,6.0,2.0,5.0,5.0,2.0,2.857142857142857,1.6761634196950495,3.2857142857142856,1.5361602650076485,0.0,462.0,8,231.0,485.3333333333333,0.0,0.0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,-2.0,1.0
2024-04-06,1,36.0,36.0,347.0,0,0,1,0,5,14,4,2,2024,1,-0.9749279121818236,-0.2225209339563146,3.0,2.0,6.0,4.0,3.0,3.0,2.4285714285714284,1.7182493859684476,3.2142857142857144,1.595297321809811,0.0,72.0,1,36.0,347.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-3.0,-2.0
2024-04-07,2,17.5,17.5,151.0,0,0,1,0,6,14,4,2,2024,1,-0.7818314824680299,0.6234898018587334,1.0,3.0,2.0,1.0,1.0,4.0,2.5714285714285716,1.6183471874253723,3.142857142857143,1.60356745147455,0.0,35.0,8,17.5,151.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1.0,-2.0
2024-04-08,4,32.75,33.5,282.5,1,1,1,1,0,15,4,2,2024,0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.857142857142857,1.6761634196950495,3.1785714285714284,1.611384760558712,0.25,66.25,15,32.75,282.5,8.1875,70.625,3,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,2.0,1.0
2024-04-09,4,47.5,47.5,304.0,0,0,1,2,1,15,4,2,2024,0,0.7818314824680298,0.6234898018587336,4.0,2.0,1.0,2.0,3.0,7.0,3.142857142857143,1.676163419695049,3.0714285714285716,1.4383264819862982,0.0,95.0,11,47.5,304.0,0.0,0.0,1,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,0,1,2.0,-3.0
2024-04-10,7,86.14285714285714,86.14285714285714,362.42857142857144,2,0,5,2,2,15,4,2,2024,0,0.9749279121818236,-0.22252093395631434,4.0,4.0,2.0,6.0,3.0,3.0,3.2857142857142856,1.9760470401187051,3.2142857142857144,1.6183471874253772,0.2857142857142857,172.28571428571428,20,86.14285714285714,362.42857142857144,24.61224489795918,103.55102040816327,0,3,0,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2,0,1,1,1,0,1.0,4.0
2024-04-11,3,71.33333333333333,71.33333333333333,270.0,1,0,2,1,3,15,4,2,2024,0,0.43388373911755823,-0.900968867902419,7.0,4.0,4.0,2.0,3.0,3.0,3.4285714285714284,1.902379462422681,3.2142857142857144,1.6183471874253772,0.3333333333333333,142.66666666666666,10,71.33333333333333,270.0,23.777777777777775,90.0,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1.0,0.0
2024-04-12,1,119.0,119.0,418.0,0,0,1,0,4,15,4,2,2024,0,-0.433883739117558,-0.9009688679024191,3.0,7.0,4.0,3.0,5.0,3.0,3.142857142857143,2.115700942049813,3.142857142857143,1.6714217880746935,0.0,238.0,3,119.0,418.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,-2.0,-2.0
2024-04-14,2,38.0,38.0,280.0,1,0,0,1,6,15,4,2,2024,1,-0.7818314824680299,0.6234898018587334,0.0,1.0,3.0,2.0,1.0,2.0,3.0,2.309401076758501,2.892857142857143,1.5948826896204027,0.5,76.0,8,38.0,280.0,19.0,140.0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,1.0,-5.0
2024-04-15,2,67.5,67.5,301.0,1,0,1,2,0,16,4,2,2024,0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,3.0,2.7142857142857144,2.2886885410853157,2.857142857142857,1.6035674514745513,0.5,135.0,4,67.5,301.0,33.75,150.5,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0.0,0.0
2024-04-16,4,98.5,98.5,326.0,0,0,2,0,1,16,4,2,2024,0,0.7818314824680298,0.6234898018587336,2.0,2.0,0.0,4.0,2.0,2.0,2.7142857142857144,2.2886885410853157,2.9285714285714284,1.6085091194337702,0.0,197.0,11,98.5,326.0,0.0,0.0,1,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0,1,0.0,1.0
2024-04-17,1,162.0,162.0,395.0,0,0,0,1,2,16,4,2,2024,0,0.9749279121818236,-0.22252093395631434,4.0,2.0,2.0,7.0,6.0,2.0,1.8571428571428572,1.3451854182690968,2.892857142857143,1.6406702721141009,0.0,324.0,4,162.0,395.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-3.0,-1.0
2024-04-18,3,13.0,13.333333333333334,210.66666666666666,2,0,1,2,3,16,4,2,2024,0,0.43388373911755823,-0.900968867902419,1.0,4.0,2.0,3.0,2.0,4.0,1.8571428571428572,1.3451854182690968,2.857142857142857,1.6265001215808939,0.6666666666666666,26.333333333333336,10,13.0,210.66666666666666,8.666666666666666,140.44444444444443,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,-4.0,1.0
2024-04-19,7,161.42857142857142,161.42857142857142,406.42857142857144,0,0,6,3,4,16,4,2,2024,0,-0.433883739117558,-0.9009688679024191,3.0,1.0,4.0,1.0,3.0,5.0,2.7142857142857144,2.2886885410853157,2.9285714285714284,1.762333710118524,0.0,322.85714285714283,15,161.42857142857142,406.42857142857144,0.0,0.0,0,4,1,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,1,2,1,0,0,1,4.0,3.0
2024-04-20,6,45.333333333333336,45.5,253.66666666666666,1,0,4,2,5,16,4,2,2024,1,-0.9749279121818236,-0.2225209339563146,7.0,3.0,1.0,0.0,1.0,3.0,3.5714285714285716,2.2253945610567447,3.0357142857142856,1.85556506033114,0.16666666666666666,90.83333333333334,19,45.333333333333336,253.66666666666666,7.555555555555555,42.27777777777777,1,0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,1,1,3,0,5.0,1.0
2024-04-21,1,130.0,130.0,369.0,0,0,1,0,6,16,4,2,2024,1,-0.7818314824680299,0.6234898018587334,6.0,7.0,3.0,2.0,2.0,1.0,3.4285714285714284,2.3704530408864057,3.0357142857142856,1.85556506033114,0.0,260.0,2,130.0,369.0,0.0,0.0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-1.0,-2.0
2024-04-22,4,57.25,57.25,303.25,1,0,1,3,0,17,4,2,2024,0,0.0,1.0,1.0,6.0,7.0,2.0,4.0,3.0,3.7142857142857144,2.288688541085315,3.0714285714285716,1.8644544714716125,0.25,114.5,12,57.25,303.25,14.3125,75.8125,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0,2,0,2.0,3.0
2024-04-23,6,53.0,53.0,361.1666666666667,1,0,2,2,1,17,4,2,2024,0,0.7818314824680298,0.6234898018587336,4.0,1.0,6.0,4.0,4.0,3.0,4.0,2.449489742783175,3.1785714285714284,1.9446711885935997,0.16666666666666666,106.0,20,53.0,361.1666666666667,8.833333333333332,60.19444444444444,3,1,0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0,0,1,0,1,1,2.0,3.0
2024-04-24,4,106.75,106.75,296.5,0,0,2,0,2,17,4,2,2024,0,0.9749279121818236,-0.22252093395631434,6.0,4.0,1.0,1.0,7.0,3.0,4.428571428571429,2.070196678027059,3.2142857142857144,1.950444258171152,0.0,213.5,13,106.75,296.5,0.0,0.0,0,1,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,3.0,1.0
2024-04-25,3,112.0,112.0,410.6666666666667,1,0,2,1,3,17,4,2,2024,0,0.43388373911755823,-0.900968867902419,4.0,6.0,4.0,3.0,3.0,3.0,4.428571428571429,2.070196678027059,3.2142857142857144,1.950444258171152,0.3333333333333333,224.0,6,112.0,410.6666666666667,37.33333333333333,136.88888888888889,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0.0,0.0
2024-04-26,6,39.666666666666664,40.5,214.33333333333334,1,1,2,3,4,17,4,2,2024,0,-0.433883739117558,-0.9009688679024191,3.0,4.0,6.0,7.0,1.0,5.0,4.285714285714286,1.889822365046132,3.25,1.9930434571835691,0.16666666666666666,80.16666666666666,19,39.666666666666664,214.33333333333334,6.611111111111111,35.72222222222222,3,0,1,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,2,1,0,0,-1.0,3.0
2024-04-27,5,68.6,68.6,315.4,1,0,2,2,5,17,4,2,2024,1,-0.9749279121818236,-0.2225209339563146,6.0,3.0,4.0,6.0,0.0,4.0,4.142857142857143,1.7728105208558325,3.2857142857142856,2.0158105227158813,0.2,137.2,14,68.6,315.4,13.719999999999999,63.08,1,2,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,1,-1.0,0.0
2024-04-28,3,125.66666666666667,125.66666666666667,400.0,1,0,2,1,6,17,4,2,2024,1,-0.7818314824680299,0.6234898018587334,5.0,6.0,3.0,1.0,2.0,1.0,4.428571428571429,1.2724180205606974,3.357142857142857,1.966653214912298,0.3333333333333333,251.33333333333334,6,125.66666666666667,400.0,41.888888888888886,133.33333333333331,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,2.0,-1.0
2024-04-29,6,142.83333333333334,142.83333333333334,384.3333333333333,2,2,3,3,0,18,4,2,2024,0,0.0,1.0,3.0,5.0,6.0,4.0,2.0,2.0,4.714285714285714,1.3801311186847025,3.5,2.009237924447238,0.3333333333333333,285.6666666666667,14,142.83333333333334,384.3333333333333,47.611111111111114,128.1111111111111,1,3,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,1,1,2,0,2.0,5.0
2024-04-30,5,41.8,42.6,348.0,1,0,4,1,1,18,4,2,2024,0,0.7818314824680298,0.6234898018587336,6.0,3.0,5.0,6.0,4.0,2.0,4.571428571428571,1.2724180205606974,3.607142857142857,2.0062732304280693,0.2,84.4,14,41.8,348.0,8.36,69.60000000000001,1,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,2,-1.0,3.0
2024-05-01,2,41.5,42.0,196.0,1,0,1,1,2,18,5,2,2024,0,0.9749279121818236,-0.22252093395631434,5.0,6.0,3.0,4.0,1.0,6.0,4.285714285714286,1.6035674514745417,3.4642857142857144,1.9716911871705838,0.5,83.5,8,41.5,196.0,20.75,98.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,-2.0,0.0
2024-05-02,5,51.0,51.0,251.8,2,0,3,3,3,18,5,2,2024,0,0.43388373911755823,-0.900968867902419,2.0,5.0,6.0,3.0,3.0,2.0,4.571428571428571,1.5118578920369037,3.5714285714285716,1.9706846230683108,0.4,102.0,14,51.0,251.8,20.400000000000002,100.72000000000001,1,2,0,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,2,0,0,1,2.0,-1.0
2024-05-03,4,193.5,193.5,365.25,1,0,2,2,4,18,5,2,2024,0,-0.433883739117558,-0.9009688679024191,5.0,2.0,5.0,6.0,7.0,3.0,4.285714285714286,1.3801311186847032,3.607142857142857,1.9690058727652726,0.25,387.0,14,193.5,365.25,48.375,91.3125,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,1,0,0,-2.0,2.0
2024-05-04,4,122.75,122.75,420.25,0,0,3,2,5,18,5,2,2024,1,-0.9749279121818236,-0.2225209339563146,4.0,5.0,2.0,5.0,6.0,1.0,4.142857142857143,1.3451854182690932,3.7142857142857144,1.9023794624226849,0.0,245.5,7,122.75,420.25,0.0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,0,1,0,-1.0,1.0
2024-05-05,2,18.5,18.5,244.0,0,0,0,1,6,18,5,2,2024,1,-0.7818314824680299,0.6234898018587334,4.0,4.0,5.0,3.0,1.0,2.0,4.0,1.5275252316519423,3.7142857142857144,1.9023794624226849,0.0,37.0,7,18.5,244.0,0.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,-1.0,1.0
2024-05-06,7,77.57142857142857,78.14285714285714,327.14285714285717,3,0,3,4,0,19,5,2,2024,0,0.0,1.0,2.0,4.0,4.0,6.0,4.0,4.0,4.142857142857143,1.7728105208558327,3.8214285714285716,2.000991817566543,0.42857142857142855,155.71428571428572,21,77.57142857142857,327.14285714285717,33.24489795918367,140.20408163265307,3,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,1,0,1,1.0,5.0
2024-05-07,1,6.0,6.0,250.0,0,0,0,0,1,19,5,2,2024,0,0.7818314824680298,0.6234898018587336,7.0,2.0,4.0,5.0,6.0,4.0,3.5714285714285716,2.07019667802706,3.7142857142857144,2.0701966780270635,0.0,12.0,5,6.0,250.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-4.0,-3.0
2024-05-08,4,57.75,57.75,241.0,2,1,3,3,2,19,5,2,2024,0,0.9749279121818236,-0.22252093395631434,1.0,7.0,2.0,2.0,4.0,7.0,3.857142857142857,1.951800145897063,3.607142857142857,1.9690058727652724,0.5,115.5,9,57.75,241.0,28.875,120.5,0,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,2,0,1,2.0,0.0
2024-05-09,5,79.0,79.0,302.0,3,1,2,1,3,19,5,2,2024,0,0.43388373911755823,-0.900968867902419,4.0,1.0,7.0,5.0,3.0,3.0,3.857142857142857,1.951800145897063,3.6785714285714284,1.98239607038911,0.6,158.0,15,79.0,302.0,47.4,181.2,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0,1,0,0,1,0.0,-2.0
2024-05-10,2,74.0,76.0,463.0,1,0,1,0,4,19,5,2,2024,0,-0.433883739117558,-0.9009688679024191,5.0,4.0,1.0,4.0,6.0,1.0,3.5714285714285716,2.07019667802706,3.7142857142857144,1.9409265228740038,0.5,150.0,5,74.0,463.0,37.0,231.5,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,-2.0,-1.0
2024-05-11,3,29.0,29.666666666666668,313.3333333333333,1,0,1,0,5,19,5,2,2024,1,-0.9749279121818236,-0.2225209339563146,2.0,5.0,4.0,4.0,5.0,0.0,3.4285714285714284,2.07019667802706,3.8214285714285716,1.8064405645432995,0.3333333333333333,58.66666666666667,10,29.0,313.3333333333333,9.666666666666666,104.44444444444443,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,-1.0,2.0
2024-05-12,2,58.5,58.5,265.5,0,1,1,1,6,19,5,2,2024,1,-0.7818314824680299,0.6234898018587334,3.0,2.0,5.0,2.0,3.0,2.0,3.4285714285714284,2.07019667802706,3.8214285714285716,1.8064405645432995,0.0,117.0,5,58.5,265.5,0.0,0.0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0.0,0.0
2024-05-13,4,101.0,102.75,220.5,1,0,1,2,0,20,5,2,2024,0,0.0,1.0,2.0,3.0,2.0,7.0,6.0,2.0,3.0,1.414213562373092,3.892857142857143,1.77094420754675,0.25,203.75,16,101.0,220.5,25.25,55.125,2,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,-3.0,2.0
2024-05-14,1,36.0,36.0,342.0,0,0,0,0,1,20,5,2,2024,0,0.7818314824680298,0.6234898018587336,4.0,2.0,3.0,1.0,5.0,4.0,3.0,1.414213562373092,3.7857142857142856,1.8530683834824975,0.0,72.0,3,36.0,342.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,-3.0
2024-05-15,1,155.0,155.0,489.0,1,0,1,1,2,20,5,2,2024,0,0.9749279121818236,-0.22252093395631434,1.0,4.0,2.0,4.0,2.0,1.0,2.5714285714285716,1.511857892036907,3.7857142857142856,1.8530683834824975,1.0,310.0,3,155.0,489.0,155.0,489.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,-3.0,0.0
2024-05-16,1,134.0,134.0,255.0,0,0,1,1,3,20,5,2,2024,0,0.43388373911755823,-0.900968867902419,1.0,1.0,4.0,5.0,5.0,3.0,2.0,1.15470053837925,3.7142857142857144,1.9217496437157722,0.0,268.0,2,134.0,255.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,-4.0,-2.0
